encodeur,condition,variante,type,statistique,estimation,ic_bas,ic_haut
IN1K,image,brute,grappe_sources,exactitude_equilibree,0.9960529024289831,0.9927158564814815,0.9988896493756004
IN1K,image,brute,grappe_sources,f1_macro,0.9959063432307995,0.990466529194802,0.9986342892695662
IN1K,source,equilibree,image,exactitude,0.7175511508951407,0.7066815856777494,0.729863331202046
IN1K,source,equilibree,image,exactitude_equilibree,0.7158649145932883,0.7038240298586831,0.7282051184661336
IN1K,source,equilibree,image,f1_macro,0.7127166091407066,0.7008459149098182,0.7250614867616534
IN1K,source,equilibree,grappe_sources,exactitude,0.7175511508951407,0.5905381944444444,0.8392742041064264
IN1K,source,equilibree,grappe_sources,exactitude_equilibree,0.7158649145932883,0.5779104166666666,0.8477675287901797
IN1K,source,equilibree,grappe_sources,f1_macro,0.7127166091407066,0.5459954175762974,0.8287080628197089
IN1K,source,brute,image,exactitude,0.7165920716112532,0.7066815856777494,0.7281050191815857
IN1K,source,brute,image,exactitude_equilibree,0.7153509982424343,0.7048206973068302,0.7274217492223012
IN1K,source,brute,image,f1_macro,0.7127970835915634,0.7020256143212629,0.724931791753326
IN1K,source,brute,grappe_sources,exactitude,0.7165920716112532,0.5958526643856079,0.8407488247145735
IN1K,source,brute,grappe_sources,exactitude_equilibree,0.7153509982424343,0.593791266827993,0.8418426637483787
IN1K,source,brute,grappe_sources,f1_macro,0.7127970835915634,0.5595832020082919,0.8207279934267467
DINOv2,image,equilibree,image,exactitude,0.9898774640383591,0.9845498135322323,0.9941395844432606
DINOv2,image,equilibree,image,exactitude_equilibree,0.9872707103975116,0.9806252137896975,0.9923448653671066
DINOv2,image,equilibree,image,f1_macro,0.9871895424836601,0.9806002888355554,0.9923506873966428
DINOv2,image,equilibree,grappe_sources,exactitude,0.9898774640383591,0.9805504232591898,0.9966544332915098
DINOv2,image,equilibree,grappe_sources,exactitude_equilibree,0.9872707103975116,0.9785176614763553,0.9958335534742235
DINOv2,image,equilibree,grappe_sources,f1_macro,0.9871895424836601,0.9724280820660833,0.994778125708329
DINOv2,image,brute,image,exactitude,0.9904102290889718,0.9861481086840703,0.9941395844432606
DINOv2,image,brute,image,exactitude_equilibree,0.987667535794337,0.9818490984840336,0.9928405987713146
DINOv2,image,brute,image,f1_macro,0.9877302189142676,0.9819185191418153,0.9928124118675108
DINOv2,image,brute,grappe_sources,exactitude,0.9904102290889718,0.9808564814814814,0.9968358817126954
DINOv2,image,brute,grappe_sources,exactitude_equilibree,0.987667535794337,0.9794113756613757,0.9954801587301587
